"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","185","272","313","390","399","431","494","Epi_ref"
"ktrA","","Ktr system potassium uptake protein A","8","8","1","2","1776","","","","659","659","659","AJPKBNED_01636","JABOOPHC_01599","OAPGLPBN_01571","PLNEIAEP_00721","HCLGMOMD_00700","PNEBEOAF_01583","PILLALAE_00726","ECPKFHDG_01675"
"group_1899","","hypothetical protein","8","8","1","2","504","","","","452","452","452","AJPKBNED_02143","JABOOPHC_02088","OAPGLPBN_01975","PLNEIAEP_00254","HCLGMOMD_00264","PNEBEOAF_02061","PILLALAE_00236","ECPKFHDG_02078"
"btuD_4","","Vitamin B12 import ATP-binding protein BtuD","8","8","1","2","1474","","","","554","863","807","AJPKBNED_01348","JABOOPHC_01312","OAPGLPBN_01285","PLNEIAEP_01008","HCLGMOMD_00988","PNEBEOAF_01295","PILLALAE_01012","ECPKFHDG_01389"
"opuCD_1","","Carnitine transport permease protein OpuCD","8","8","1","2","3242","","","","647","647","647","AJPKBNED_00149","JABOOPHC_00115","OAPGLPBN_00104","PLNEIAEP_02191","HCLGMOMD_02162","PNEBEOAF_00115","PILLALAE_02230","ECPKFHDG_00210"
"group_1901","","2-dehydropantoate 2-reductase","8","8","1","2","2413","","","","869","869","869","AJPKBNED_00331","JABOOPHC_00300","OAPGLPBN_00271","PLNEIAEP_02023","HCLGMOMD_02000","PNEBEOAF_00280","PILLALAE_02052","ECPKFHDG_00371"
"pdxS","","Pyridoxal 5'-phosphate synthase subunit PdxS","8","8","1","2","2022","","","","887","887","887","AJPKBNED_02213","JABOOPHC_02159","OAPGLPBN_02046","PLNEIAEP_00182","HCLGMOMD_00191","PNEBEOAF_02131","PILLALAE_00166","ECPKFHDG_02149"
"group_1903","","hypothetical protein","8","8","1","2","1232","","","","320","320","320","AJPKBNED_01114","JABOOPHC_01087","OAPGLPBN_01053","PLNEIAEP_01244","HCLGMOMD_01220","PNEBEOAF_01067","PILLALAE_01247","ECPKFHDG_01157"
"yugI","","General stress protein 13","8","8","1","2","1905","","","","380","380","380","AJPKBNED_01835","JABOOPHC_01730","OAPGLPBN_01696","PLNEIAEP_00534","HCLGMOMD_00574","PNEBEOAF_01711","PILLALAE_00601","ECPKFHDG_01799"
"group_1905","","hypothetical protein","8","8","1","2","2593","","","","365","365","365","AJPKBNED_00497","JABOOPHC_00468","OAPGLPBN_00439","PLNEIAEP_01855","HCLGMOMD_01833","PNEBEOAF_00448","PILLALAE_01886","ECPKFHDG_00538"
"group_1906","","hypothetical protein","8","8","1","2","1696","","","","290","290","290","AJPKBNED_01556","JABOOPHC_01519","OAPGLPBN_01491","PLNEIAEP_00799","HCLGMOMD_00780","PNEBEOAF_01503","PILLALAE_00806","ECPKFHDG_01595"
"zur","","Zinc-specific metallo-regulatory protein","8","8","1","2","1322","","","","419","419","419","AJPKBNED_01201","JABOOPHC_01173","OAPGLPBN_01139","PLNEIAEP_01156","HCLGMOMD_01134","PNEBEOAF_01153","PILLALAE_01160","ECPKFHDG_01243"
"group_1908","","hypothetical protein","8","8","1","2","1984","","","","542","542","542","AJPKBNED_01911","JABOOPHC_01806","OAPGLPBN_01773","PLNEIAEP_00457","HCLGMOMD_00498","PNEBEOAF_01849","PILLALAE_00464","ECPKFHDG_01876"
"fba","","Fructose-bisphosphate aldolase","8","8","1","2","2168","","","","860","860","860","AJPKBNED_00736","JABOOPHC_00706","OAPGLPBN_00680","PLNEIAEP_01617","HCLGMOMD_01593","PNEBEOAF_00687","PILLALAE_01648","ECPKFHDG_00778"
"lysC","","Aspartokinase 2","8","8","1","2","1483","","","","752","1202","1145","AJPKBNED_01357","JABOOPHC_01321","OAPGLPBN_01294","PLNEIAEP_00998","HCLGMOMD_00979","PNEBEOAF_01304","PILLALAE_01003","ECPKFHDG_01398"
"gldA","","Glycerol dehydrogenase","8","8","1","2","3233","","","","1103","1103","1103","AJPKBNED_00158","JABOOPHC_00124","OAPGLPBN_00113","PLNEIAEP_02182","HCLGMOMD_02153","PNEBEOAF_00124","PILLALAE_02221","ECPKFHDG_00219"
"rsmD","","Ribosomal RNA small subunit methyltransferase D","8","8","1","2","1738","","","","542","542","542","AJPKBNED_01598","JABOOPHC_01561","OAPGLPBN_01533","PLNEIAEP_00758","HCLGMOMD_00738","PNEBEOAF_01545","PILLALAE_00764","ECPKFHDG_01637"
"group_1912","","hypothetical protein","8","8","1","2","1735","","","","554","554","554","AJPKBNED_01595","JABOOPHC_01558","OAPGLPBN_01530","PLNEIAEP_00761","HCLGMOMD_00741","PNEBEOAF_01542","PILLALAE_00767","ECPKFHDG_01634"
"group_1913","","hypothetical protein","8","8","1","2","672","","","","494","494","494","AJPKBNED_01980","JABOOPHC_01850","OAPGLPBN_01817","PLNEIAEP_00413","HCLGMOMD_00428","PNEBEOAF_01895","PILLALAE_00399","ECPKFHDG_01920"
"group_1914","","hypothetical protein","8","8","1","2","1487","","","","926","926","926","AJPKBNED_01361","JABOOPHC_01325","OAPGLPBN_01298","PLNEIAEP_00994","HCLGMOMD_00975","PNEBEOAF_01308","PILLALAE_00999","ECPKFHDG_01402"
"queH","","Epoxyqueuosine reductase QueH","8","8","1","2","2420","","","","716","716","716","AJPKBNED_00337","JABOOPHC_00306","OAPGLPBN_00277","PLNEIAEP_02016","HCLGMOMD_01994","PNEBEOAF_00286","PILLALAE_02046","ECPKFHDG_00377"
"group_1916","","hypothetical protein","8","8","1","2","2587","","","","452","452","452","AJPKBNED_00491","JABOOPHC_00462","OAPGLPBN_00433","PLNEIAEP_01861","HCLGMOMD_01839","PNEBEOAF_00442","PILLALAE_01892","ECPKFHDG_00532"
"rpsH","","30S ribosomal protein S8","8","8","1","2","2252","","","","398","398","398","AJPKBNED_00645","JABOOPHC_00614","OAPGLPBN_00588","PLNEIAEP_01709","HCLGMOMD_01684","PNEBEOAF_00595","PILLALAE_01739","ECPKFHDG_00687"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase","8","8","1","2","627","","","","419","419","419","AJPKBNED_02017","JABOOPHC_01891","OAPGLPBN_01853","PLNEIAEP_00375","HCLGMOMD_00390","PNEBEOAF_01933","PILLALAE_00363","ECPKFHDG_01956"
"zapA","","Cell division protein ZapA","8","8","1","2","1728","","","","266","266","266","AJPKBNED_01588","JABOOPHC_01551","OAPGLPBN_01523","PLNEIAEP_00768","HCLGMOMD_00748","PNEBEOAF_01535","PILLALAE_00774","ECPKFHDG_01627"
"group_1920","","Protein","8","8","1","2","1921","","","","359","359","359","AJPKBNED_01850","JABOOPHC_01745","OAPGLPBN_01712","PLNEIAEP_00519","HCLGMOMD_00559","PNEBEOAF_01726","PILLALAE_00586","ECPKFHDG_01815"
"group_1921","","Lipoate--protein ligase 1","8","8","1","2","1832","","","","986","986","986","AJPKBNED_01766","JABOOPHC_01657","OAPGLPBN_01627","PLNEIAEP_00605","HCLGMOMD_00644","PNEBEOAF_01639","PILLALAE_00669","ECPKFHDG_01731"
"alsS","","Acetolactate synthase","8","8","1","2","2411","","","","1664","1664","1664","AJPKBNED_00329","JABOOPHC_00298","OAPGLPBN_00269","PLNEIAEP_02025","HCLGMOMD_02002","PNEBEOAF_00278","PILLALAE_02054","ECPKFHDG_00369"
"group_1923","","hypothetical protein","8","8","1","2","1751","","","","155","155","155","AJPKBNED_01611","JABOOPHC_01574","OAPGLPBN_01546","PLNEIAEP_00745","HCLGMOMD_00725","PNEBEOAF_01558","PILLALAE_00751","ECPKFHDG_01650"
"scaC","","Manganese import ATP-binding protein ScaC","8","8","1","2","554","","","","746","746","746","AJPKBNED_02090","JABOOPHC_01964","OAPGLPBN_01926","PLNEIAEP_00302","HCLGMOMD_00317","PNEBEOAF_02006","PILLALAE_00289","ECPKFHDG_02029"
"acyP","","Acylphosphatase","8","8","1","2","1468","","","","269","269","269","AJPKBNED_01344","JABOOPHC_01308","OAPGLPBN_01281","PLNEIAEP_01013","HCLGMOMD_00992","PNEBEOAF_01290","PILLALAE_01016","ECPKFHDG_01385"
"group_1926","","hypothetical protein","8","8","1","2","3150","","","","176","176","176","AJPKBNED_00231","JABOOPHC_00194","OAPGLPBN_00184","PLNEIAEP_02107","HCLGMOMD_02083","PNEBEOAF_00194","PILLALAE_02149","ECPKFHDG_00288"
"tuf","","Elongation factor Tu","8","8","1","2","456","","","","1184","1184","1184","AJPKBNED_02183","JABOOPHC_02129","OAPGLPBN_02016","PLNEIAEP_00211","HCLGMOMD_00221","PNEBEOAF_02101","PILLALAE_00196","ECPKFHDG_02119"
"prs","","Ribose-phosphate pyrophosphokinase","8","8","1","2","2041","","","","965","965","965","AJPKBNED_02249","JABOOPHC_02194","OAPGLPBN_02081","PLNEIAEP_00147","HCLGMOMD_00156","PNEBEOAF_02166","PILLALAE_00131","ECPKFHDG_02184"
"rpsK","","30S ribosomal protein S11","8","8","1","2","2241","","","","389","389","389","AJPKBNED_00656","JABOOPHC_00625","OAPGLPBN_00599","PLNEIAEP_01698","HCLGMOMD_01673","PNEBEOAF_00606","PILLALAE_01728","ECPKFHDG_00698"
"group_193","","hypothetical protein","8","8","1","2","1539","","","","998","1025","1021","AJPKBNED_01408","JABOOPHC_01372","OAPGLPBN_01345","PLNEIAEP_00945","HCLGMOMD_00928","PNEBEOAF_01356","PILLALAE_00952","ECPKFHDG_01449"
"walR","","Transcriptional regulatory protein WalR","8","8","1","2","2788","","","","701","701","701","AJPKBNED_00020","JABOOPHC_00019","OAPGLPBN_00020","PLNEIAEP_02373","HCLGMOMD_02284","PNEBEOAF_00020","PILLALAE_02325","ECPKFHDG_00020"
"rplA","","50S ribosomal protein L1","8","8","1","2","446","","","","695","695","695","AJPKBNED_02193","JABOOPHC_02139","OAPGLPBN_02026","PLNEIAEP_00201","HCLGMOMD_00211","PNEBEOAF_02111","PILLALAE_00186","ECPKFHDG_02129"
"rpmE2","","50S ribosomal protein L31 type B","8","8","1","2","2164","","","","257","257","257","AJPKBNED_00740","JABOOPHC_00710","OAPGLPBN_00685","PLNEIAEP_01613","HCLGMOMD_01588","PNEBEOAF_00691","PILLALAE_01644","ECPKFHDG_00782"
"group_1933","","Sulfurtransferase","8","8","1","2","1133","","","","311","311","311","AJPKBNED_01018","JABOOPHC_00990","OAPGLPBN_00956","PLNEIAEP_01341","HCLGMOMD_01317","PNEBEOAF_00971","PILLALAE_01343","ECPKFHDG_01061"
"group_1934","","hypothetical protein","8","8","1","2","1130","","","","953","953","953","AJPKBNED_01015","JABOOPHC_00987","OAPGLPBN_00953","PLNEIAEP_01344","HCLGMOMD_01320","PNEBEOAF_00968","PILLALAE_01346","ECPKFHDG_01058"
"group_1935","","hypothetical protein","8","8","1","2","568","","","","1067","1067","1067","AJPKBNED_02076","JABOOPHC_01950","OAPGLPBN_01912","PLNEIAEP_00316","HCLGMOMD_00331","PNEBEOAF_01992","PILLALAE_00303","ECPKFHDG_02015"
"group_1936","","hypothetical protein","8","8","1","2","1936","","","","389","389","389","AJPKBNED_01864","JABOOPHC_01759","OAPGLPBN_01726","PLNEIAEP_00504","HCLGMOMD_00545","PNEBEOAF_01740","PILLALAE_00572","ECPKFHDG_01829"
"group_1937","","hypothetical protein","8","8","1","2","676","","","","641","641","641","AJPKBNED_01976","JABOOPHC_01846","OAPGLPBN_01813","PLNEIAEP_00417","HCLGMOMD_00432","PNEBEOAF_01891","PILLALAE_00403","ECPKFHDG_01916"
"nadK","","NAD kinase","8","8","1","2","1860","","","","809","809","809","AJPKBNED_01793","JABOOPHC_01684","OAPGLPBN_01654","PLNEIAEP_00579","HCLGMOMD_00617","PNEBEOAF_01666","PILLALAE_00642","ECPKFHDG_01758"
"group_1939","","hypothetical protein","8","8","1","2","1960","","","","542","542","542","AJPKBNED_01887","JABOOPHC_01782","OAPGLPBN_01749","PLNEIAEP_00481","HCLGMOMD_00522","PNEBEOAF_01825","PILLALAE_00488","ECPKFHDG_01852"
"btuD_5","","Vitamin B12 import ATP-binding protein BtuD","8","8","1","2","1558","","","","869","875","873","AJPKBNED_01427","JABOOPHC_01392","OAPGLPBN_01364","PLNEIAEP_00926","HCLGMOMD_00908","PNEBEOAF_01376","PILLALAE_00933","ECPKFHDG_01468"
"ydaP","","Putative thiamine pyrophosphate-containing protein YdaP","8","8","1","2","2452","","","","1739","1739","1739","AJPKBNED_00369","JABOOPHC_00338","OAPGLPBN_00308","PLNEIAEP_01985","HCLGMOMD_01962","PNEBEOAF_00317","PILLALAE_02014","ECPKFHDG_00408"
"group_1941","","hypothetical protein","8","8","1","2","587","","","","593","593","593","AJPKBNED_02057","JABOOPHC_01931","OAPGLPBN_01893","PLNEIAEP_00335","HCLGMOMD_00350","PNEBEOAF_01973","PILLALAE_00322","ECPKFHDG_01996"
"group_1942","","hypothetical protein","8","8","1","2","1934","","","","434","434","434","AJPKBNED_01862","JABOOPHC_01757","OAPGLPBN_01724","PLNEIAEP_00506","HCLGMOMD_00547","PNEBEOAF_01738","PILLALAE_00574","ECPKFHDG_01827"
"groS","","10 kDa chaperonin","8","8","1","2","941","","","","284","284","284","AJPKBNED_00828","JABOOPHC_00798","OAPGLPBN_00773","PLNEIAEP_01526","HCLGMOMD_01500","PNEBEOAF_00780","PILLALAE_01556","ECPKFHDG_00870"
"pyrH","","Uridylate kinase","8","8","1","2","1627","","","","722","722","722","AJPKBNED_01489","JABOOPHC_01453","OAPGLPBN_01425","PLNEIAEP_00866","HCLGMOMD_00846","PNEBEOAF_01437","PILLALAE_00872","ECPKFHDG_01529"
"group_1945","","hypothetical protein","8","8","1","2","1741","","","","926","926","926","AJPKBNED_01601","JABOOPHC_01564","OAPGLPBN_01536","PLNEIAEP_00755","HCLGMOMD_00735","PNEBEOAF_01548","PILLALAE_00761","ECPKFHDG_01640"
"pip","","Proline iminopeptidase","8","8","1","2","538","","","","776","776","776","AJPKBNED_02106","JABOOPHC_01980","OAPGLPBN_01942","PLNEIAEP_00286","HCLGMOMD_00301","PNEBEOAF_02024","PILLALAE_00273","ECPKFHDG_02045"
"group_1947","","IS1182 family transposase ISSep1","8","8","1","2","1903","","","","272","272","272","AJPKBNED_01833","JABOOPHC_01728","OAPGLPBN_01694","PLNEIAEP_00536","HCLGMOMD_00576","PNEBEOAF_01709","PILLALAE_00603","ECPKFHDG_01797"
"group_1948","","hypothetical protein","8","8","1","2","1554","","","","188","188","188","AJPKBNED_01423","JABOOPHC_01388","OAPGLPBN_01360","PLNEIAEP_00930","HCLGMOMD_00912","PNEBEOAF_01372","PILLALAE_00937","ECPKFHDG_01464"
"group_1949","","hypothetical protein","8","8","1","2","2710","","","","254","254","254","AJPKBNED_02332","JABOOPHC_02274","OAPGLPBN_02160","PLNEIAEP_00049","HCLGMOMD_00077","PNEBEOAF_02246","PILLALAE_00049","ECPKFHDG_02262"
"group_195","","hypothetical protein","8","8","1","2","1589","","","","209","494","458","AJPKBNED_01451","JABOOPHC_01416","OAPGLPBN_01388","PLNEIAEP_00904","HCLGMOMD_00883","PNEBEOAF_01400","PILLALAE_00909","ECPKFHDG_01492"
"cynR","","HTH-type transcriptional regulator CynR","8","8","1","2","2449","","","","884","884","884","AJPKBNED_00366","JABOOPHC_00335","OAPGLPBN_00305","PLNEIAEP_01988","HCLGMOMD_01965","PNEBEOAF_00314","PILLALAE_02017","ECPKFHDG_00405"
"group_1951","","hypothetical protein","8","8","1","2","2442","","","","182","182","182","AJPKBNED_00359","JABOOPHC_00328","OAPGLPBN_00298","PLNEIAEP_01995","HCLGMOMD_01972","PNEBEOAF_00307","PILLALAE_02024","ECPKFHDG_00398"
"group_1952","","hypothetical protein","8","8","1","2","577","","","","1010","1010","1010","AJPKBNED_02067","JABOOPHC_01941","OAPGLPBN_01903","PLNEIAEP_00325","HCLGMOMD_00340","PNEBEOAF_01983","PILLALAE_00312","ECPKFHDG_02006"
"efp","","Elongation factor P","8","8","1","2","1349","","","","557","557","557","AJPKBNED_01227","JABOOPHC_01199","OAPGLPBN_01165","PLNEIAEP_01131","HCLGMOMD_01108","PNEBEOAF_01179","PILLALAE_01134","ECPKFHDG_01269"
"group_1954","","hypothetical protein","8","8","1","2","1624","","","","782","782","782","AJPKBNED_01486","JABOOPHC_01450","OAPGLPBN_01422","PLNEIAEP_00869","HCLGMOMD_00849","PNEBEOAF_01434","PILLALAE_00875","ECPKFHDG_01526"
"group_1955","","hypothetical protein","8","8","1","2","685","","","","233","233","233","AJPKBNED_01967","JABOOPHC_01837","OAPGLPBN_01804","PLNEIAEP_00426","HCLGMOMD_00441","PNEBEOAF_01882","PILLALAE_00412","ECPKFHDG_01907"
"rplV","","50S ribosomal protein L22","8","8","1","2","2261","","","","353","353","353","AJPKBNED_00637","JABOOPHC_00605","OAPGLPBN_00579","PLNEIAEP_01718","HCLGMOMD_01693","PNEBEOAF_00586","PILLALAE_01748","ECPKFHDG_00678"
"rpsR","","30S ribosomal protein S18","8","8","1","2","2722","","","","242","242","242","AJPKBNED_02334","JABOOPHC_02295","OAPGLPBN_02162","PLNEIAEP_00047","HCLGMOMD_00050","PNEBEOAF_02248","PILLALAE_00047","ECPKFHDG_02264"
"trpS","","Tryptophan--tRNA ligase","8","8","1","2","1871","","","","989","989","989","AJPKBNED_01804","JABOOPHC_01695","OAPGLPBN_01664","PLNEIAEP_00568","HCLGMOMD_00607","PNEBEOAF_01677","PILLALAE_00631","ECPKFHDG_01768"
"group_1959","","hypothetical protein","8","8","1","2","2429","","","","104","104","104","AJPKBNED_00345","JABOOPHC_00315","OAPGLPBN_00285","PLNEIAEP_02008","HCLGMOMD_01986","PNEBEOAF_00294","PILLALAE_02038","ECPKFHDG_00385"
"nfuA","","Fe/S biogenesis protein NfuA","8","8","1","2","1926","","","","242","242","242","AJPKBNED_01854","JABOOPHC_01749","OAPGLPBN_01716","PLNEIAEP_00515","HCLGMOMD_00555","PNEBEOAF_01730","PILLALAE_00582","ECPKFHDG_01819"
"nrdE","","Ribonucleoside-diphosphate reductase subunit alpha","8","8","1","2","654","","","","2105","2105","2105","AJPKBNED_01994","JABOOPHC_01866","OAPGLPBN_01831","PLNEIAEP_00398","HCLGMOMD_00413","PNEBEOAF_01911","PILLALAE_00385","ECPKFHDG_01934"
"group_1962","","hypothetical protein","8","8","1","2","550","","","","464","464","464","AJPKBNED_02094","JABOOPHC_01968","OAPGLPBN_01930","PLNEIAEP_00298","HCLGMOMD_00313","PNEBEOAF_02010","PILLALAE_00285","ECPKFHDG_02033"
"tarD","","Glycerol-3-phosphate cytidylyltransferase","8","8","1","2","562","","","","398","398","398","AJPKBNED_02082","JABOOPHC_01956","OAPGLPBN_01918","PLNEIAEP_00310","HCLGMOMD_00325","PNEBEOAF_01998","PILLALAE_00297","ECPKFHDG_02021"
"group_1964","","hypothetical protein","8","8","1","2","673","","","","761","761","761","AJPKBNED_01979","JABOOPHC_01849","OAPGLPBN_01816","PLNEIAEP_00414","HCLGMOMD_00429","PNEBEOAF_01894","PILLALAE_00400","ECPKFHDG_01919"
"group_1965","","hypothetical protein","8","8","1","2","1119","","","","851","851","851","AJPKBNED_01005","JABOOPHC_00976","OAPGLPBN_00942","PLNEIAEP_01354","HCLGMOMD_01332","PNEBEOAF_00957","PILLALAE_01356","ECPKFHDG_01048"
"group_1966","","hypothetical protein","8","8","1","2","1826","","","","125","125","125","AJPKBNED_01684","JABOOPHC_01649","OAPGLPBN_01619","PLNEIAEP_00672","HCLGMOMD_00652","PNEBEOAF_01631","PILLALAE_00678","ECPKFHDG_01723"
"group_1967","","hypothetical protein","8","8","1","2","583","","","","476","476","476","AJPKBNED_02061","JABOOPHC_01935","OAPGLPBN_01897","PLNEIAEP_00331","HCLGMOMD_00346","PNEBEOAF_01977","PILLALAE_00318","ECPKFHDG_02000"
"rihC","","Non-specific ribonucleoside hydrolase RihC","8","8","1","2","1807","","","","908","908","908","AJPKBNED_01667","JABOOPHC_01630","OAPGLPBN_01602","PLNEIAEP_00690","HCLGMOMD_00669","PNEBEOAF_01614","PILLALAE_00695","ECPKFHDG_01706"
"group_1969","","hypothetical protein","8","8","1","2","1824","","","","215","215","215","AJPKBNED_01682","JABOOPHC_01646","OAPGLPBN_01617","PLNEIAEP_00674","HCLGMOMD_00654","PNEBEOAF_01629","PILLALAE_00680","ECPKFHDG_01721"
"group_197","","hypothetical protein","8","8","1","2","1641","","","","1292","2600","2436","AJPKBNED_01503","JABOOPHC_01467","OAPGLPBN_01439","PLNEIAEP_00851","HCLGMOMD_00832","PNEBEOAF_01451","PILLALAE_00858","ECPKFHDG_01543"
"mazE","","Antitoxin MazE","8","8","1","2","2118","","","","170","170","170","AJPKBNED_00784","JABOOPHC_00754","OAPGLPBN_00729","PLNEIAEP_01569","HCLGMOMD_01544","PNEBEOAF_00735","PILLALAE_01600","ECPKFHDG_00826"
"yabA","","Initiation-control protein YabA","8","8","1","2","2055","","","","347","347","347","AJPKBNED_02263","JABOOPHC_02208","OAPGLPBN_02095","PLNEIAEP_00133","HCLGMOMD_00142","PNEBEOAF_02180","PILLALAE_00117","ECPKFHDG_02198"
"group_1972","","hypothetical protein","8","8","1","2","3119","","","","446","446","446","AJPKBNED_00256","JABOOPHC_00218","OAPGLPBN_00209","PLNEIAEP_02083","HCLGMOMD_02059","PNEBEOAF_00218","PILLALAE_02124","ECPKFHDG_00312"
"metN2","","Methionine import ATP-binding protein MetN 2","8","8","1","2","1954","","","","1025","1025","1025","AJPKBNED_01881","JABOOPHC_01776","OAPGLPBN_01743","PLNEIAEP_00487","HCLGMOMD_00528","PNEBEOAF_01819","PILLALAE_00494","ECPKFHDG_01846"
"yacP","","putative protein YacP","8","8","1","2","440","","","","527","527","527","AJPKBNED_02198","JABOOPHC_02144","OAPGLPBN_02031","PLNEIAEP_00196","HCLGMOMD_00206","PNEBEOAF_02116","PILLALAE_00181","ECPKFHDG_02134"
"rpmI","","50S ribosomal protein L35","8","8","1","2","1207","","","","200","200","200","AJPKBNED_01089","JABOOPHC_01062","OAPGLPBN_01028","PLNEIAEP_01269","HCLGMOMD_01245","PNEBEOAF_01042","PILLALAE_01272","ECPKFHDG_01132"
"group_1976","","hypothetical protein","8","8","1","2","2472","","","","1043","1043","1043","AJPKBNED_00388","JABOOPHC_00357","OAPGLPBN_00327","PLNEIAEP_01967","HCLGMOMD_01943","PNEBEOAF_00336","PILLALAE_01995","ECPKFHDG_00427"
"group_1977","","hypothetical protein","8","8","1","2","593","","","","296","296","296","AJPKBNED_02051","JABOOPHC_01925","OAPGLPBN_01887","PLNEIAEP_00341","HCLGMOMD_00356","PNEBEOAF_01967","PILLALAE_00329","ECPKFHDG_01990"
"est_1","","Carboxylesterase","8","8","1","2","709","","","","740","740","740","AJPKBNED_01942","JABOOPHC_01812","OAPGLPBN_01779","PLNEIAEP_00451","HCLGMOMD_00466","PNEBEOAF_01855","PILLALAE_00437","ECPKFHDG_01882"
"purS","","Phosphoribosylformylglycinamidine synthase subunit PurS","8","8","1","2","1797","","","","260","260","260","AJPKBNED_01657","JABOOPHC_01620","OAPGLPBN_01592","PLNEIAEP_00700","HCLGMOMD_00679","PNEBEOAF_01604","PILLALAE_00705","ECPKFHDG_01696"
"group_1980","","hypothetical protein","8","8","1","2","700","","","","236","236","236","AJPKBNED_01951","JABOOPHC_01821","OAPGLPBN_01788","PLNEIAEP_00442","HCLGMOMD_00457","PNEBEOAF_01864","PILLALAE_00428","ECPKFHDG_01891"
"rpsG","","30S ribosomal protein S7","8","8","1","2","454","","","","470","470","470","AJPKBNED_02185","JABOOPHC_02131","OAPGLPBN_02018","PLNEIAEP_00209","HCLGMOMD_00219","PNEBEOAF_02103","PILLALAE_00194","ECPKFHDG_02121"
"group_1982","","hypothetical protein","8","8","1","2","1964","","","","500","500","500","AJPKBNED_01891","JABOOPHC_01786","OAPGLPBN_01753","PLNEIAEP_00477","HCLGMOMD_00518","PNEBEOAF_01829","PILLALAE_00484","ECPKFHDG_01856"
"group_1983","","hypothetical protein","8","8","1","2","1951","","","","158","158","158","AJPKBNED_01878","JABOOPHC_01773","OAPGLPBN_01740","PLNEIAEP_00490","HCLGMOMD_00531","PNEBEOAF_01816","PILLALAE_00497","ECPKFHDG_01843"
