"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","313","Epi_ref"
"tarI1_2","","Ribitol-5-phosphate cytidylyltransferase 1","2","2","1","2","1555","","","","716","716","716","OAPGLPBN_02008","ECPKFHDG_02111"
"fba","","Fructose-bisphosphate aldolase","2","2","1","2","784","","","","860","860","860","OAPGLPBN_00680","ECPKFHDG_00778"
"alsS","","Acetolactate synthase","2","2","1","2","383","","","","1664","1664","1664","OAPGLPBN_00269","ECPKFHDG_00369"
"zwf_1","","Glucose-6-phosphate 1-dehydrogenase","2","2","1","2","1260","","","","1484","1484","1484","OAPGLPBN_01189","ECPKFHDG_01293"
"ilvC","","Ketol-acid reductoisomerase (NADP(+))","2","2","1","2","847","","","","1004","1004","1004","OAPGLPBN_00748","ECPKFHDG_00845"
"yajC","","Sec translocon accessory complex subunit YajC","2","2","1","2","1132","","","","260","260","260","OAPGLPBN_01061","ECPKFHDG_01165"
"group_1210","","Nucleoid-associated protein","2","2","1","2","1476","","","","317","317","317","OAPGLPBN_02106","ECPKFHDG_02209"
"group_1211","","hypothetical protein","2","2","1","2","1041","","","","854","854","854","OAPGLPBN_00970","ECPKFHDG_01074"
"rpoC","","DNA-directed RNA polymerase subunit beta'","2","2","1","2","1542","","","","3623","3623","3623","OAPGLPBN_02021","ECPKFHDG_02124"
"cidB","","Holin-like protein CidB","2","2","1","2","421","","","","689","689","689","OAPGLPBN_00307","ECPKFHDG_00407"
"atl","","Bifunctional autolysin","2","2","1","2","1952","","","","4007","4007","4007","OAPGLPBN_01607","ECPKFHDG_01711"
"pbpH","","Penicillin-binding protein H","2","2","1","2","1212","","","","2090","2090","2090","OAPGLPBN_01141","ECPKFHDG_01245"
"tig","","Trigger factor","2","2","1","2","1103","","","","1301","1301","1301","OAPGLPBN_01032","ECPKFHDG_01136"
"gpsB","","Cell cycle protein GpsB","2","2","1","2","1310","","","","338","338","338","OAPGLPBN_01239","ECPKFHDG_01343"
"cydD","","ATP-binding/permease protein CydD","2","2","1","2","1683","","","","1634","1634","1634","OAPGLPBN_01880","ECPKFHDG_01983"
"trxB","","Thioredoxin reductase","2","2","1","2","1766","","","","932","932","932","OAPGLPBN_01797","ECPKFHDG_01900"
"group_1220","","hypothetical protein","2","2","1","2","594","","","","803","803","803","OAPGLPBN_00480","ECPKFHDG_00579"
"typA","","GTP-binding protein TypA/BipA","2","2","1","2","2009","","","","1847","1847","1847","OAPGLPBN_01550","ECPKFHDG_01654"
"crcB_2","","Putative fluoride ion transporter CrcB","2","2","1","2","1006","","","","365","365","365","OAPGLPBN_00935","ECPKFHDG_01041"
"group_1223","","hypothetical protein","2","2","1","2","1825","","","","1307","1307","1307","OAPGLPBN_01736","ECPKFHDG_01839"
"scmP_1","","N-acetylcysteine deacetylase","2","2","1","2","365","","","","1175","1175","1175","OAPGLPBN_00251","ECPKFHDG_00351"
"agrB","","Accessory gene regulator protein B","2","2","1","2","868","","","","584","584","584","OAPGLPBN_00769","ECPKFHDG_00866"
"group_1226","","IS200/IS605 family transposase ISSep3","2","2","1","2","1159","","","","482","482","482","OAPGLPBN_01088","ECPKFHDG_01192"
"yhdG_1","","putative amino acid permease YhdG","2","2","1","2","380","","","","1451","1451","1451","OAPGLPBN_00266","ECPKFHDG_00366"
"mnhF1","","Na(+)/H(+) antiporter subunit F1","2","2","1","2","1857","","","","293","293","293","OAPGLPBN_01704","ECPKFHDG_01807"
"group_1229","","hypothetical protein","2","2","1","2","1623","","","","953","953","953","OAPGLPBN_01940","ECPKFHDG_02043"
"group_1230","","hypothetical protein","2","2","1","2","1127","","","","455","455","455","OAPGLPBN_01056","ECPKFHDG_01160"
"purD","","Phosphoribosylamine--glycine ligase","2","2","1","2","1974","","","","1241","1241","1241","OAPGLPBN_01585","ECPKFHDG_01689"
"rnr","","Ribonuclease R","2","2","1","2","1784","","","","2378","2378","2378","OAPGLPBN_01778","ECPKFHDG_01881"
"group_1233","","hypothetical protein","2","2","1","2","1450","","","","2567","2567","2567","OAPGLPBN_02134","ECPKFHDG_02236"
"group_1234","","IS1182 family transposase ISSep1","2","2","1","2","1867","","","","272","272","272","OAPGLPBN_01694","ECPKFHDG_01797"
"group_1235","","hypothetical protein","2","2","1","2","1809","","","","155","155","155","OAPGLPBN_01752","ECPKFHDG_01855"
"asp1","","Accessory Sec system protein Asp1","2","2","1","2","288","","","","1556","1556","1556","OAPGLPBN_00171","ECPKFHDG_00275"
"lrgB","","Antiholin-like protein LrgB","2","2","1","2","508","","","","701","701","701","OAPGLPBN_00394","ECPKFHDG_00493"
"group_1238","","putative lipoprotein","2","2","1","2","569","","","","647","647","647","OAPGLPBN_00455","ECPKFHDG_00554"
"group_1239","","hypothetical protein","2","2","1","2","625","","","","1052","1052","1052","OAPGLPBN_00511","ECPKFHDG_00610"
"group_1240","","hypothetical protein","2","2","1","2","1708","","","","599","599","599","OAPGLPBN_01855","ECPKFHDG_01958"
"cmk","","Cytidylate kinase","2","2","1","2","1281","","","","647","647","647","OAPGLPBN_01210","ECPKFHDG_01314"
"group_1242","","hypothetical protein","2","2","1","2","164","","","","410","410","410","OAPGLPBN_00047","ECPKFHDG_00153"
"fetA","","putative iron export ATP-binding protein FetA","2","2","1","2","498","","","","662","662","662","OAPGLPBN_00384","ECPKFHDG_00483"
"argR_1","","Arginine repressor","2","2","1","2","317","","","","461","461","461","OAPGLPBN_00200","ECPKFHDG_00304"
"group_1245","","hypothetical protein","2","2","1","2","739","","","","1181","1181","1181","OAPGLPBN_00626","ECPKFHDG_00724"
"ftsL_1","","Cell division protein FtsL","2","2","1","2","2057","","","","401","401","401","OAPGLPBN_01501","ECPKFHDG_01605"
"glcT","","GlcA/glcB genes antiterminator","2","2","1","2","2232","","","","1001","1001","1001","OAPGLPBN_01326","ECPKFHDG_01430"
"phnE_2","","Phosphate-import permease protein PhnE","2","2","1","2","284","","","","815","815","815","OAPGLPBN_00167","ECPKFHDG_00271"
"spsB_2","","Signal peptidase IB","2","2","1","2","1877","","","","521","521","521","OAPGLPBN_01684","ECPKFHDG_01788"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","2","2","1","2","1964","","","","482","482","482","OAPGLPBN_01595","ECPKFHDG_01699"
"aroE","","Shikimate dehydrogenase (NADP(+))","2","2","1","2","1169","","","","809","809","809","OAPGLPBN_01098","ECPKFHDG_01202"
"yidC_2","","Membrane protein insertase YidC","2","2","1","2","818","","","","872","872","872","OAPGLPBN_00714","ECPKFHDG_00811"
"tagG","","Teichoic acid translocation permease protein TagG","2","2","1","2","1642","","","","812","812","812","OAPGLPBN_01921","ECPKFHDG_02024"
"group_1254","","hypothetical protein","2","2","1","2","150","","","","314","314","314","OAPGLPBN_00033","ECPKFHDG_00138"
"mcsB","","Protein-arginine kinase","2","2","1","2","1523","","","","1004","1004","1004","OAPGLPBN_02040","ECPKFHDG_02143"
"mnmG","","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","2","2","1","2","1377","","","","1877","1877","1877","OAPGLPBN_02207","ECPKFHDG_02309"
"group_1257","","hypothetical protein","2","2","1","2","1191","","","","989","989","989","OAPGLPBN_01120","ECPKFHDG_01224"
"cggR","","Central glycolytic genes regulator","2","2","1","2","1775","","","","1013","1013","1013","OAPGLPBN_01787","ECPKFHDG_01890"
"group_1259","","hypothetical protein","2","2","1","2","1424","","","","254","254","254","OAPGLPBN_02160","ECPKFHDG_02262"
"hutG","","Formimidoylglutamase","2","2","1","2","604","","","","935","935","935","OAPGLPBN_00490","ECPKFHDG_00589"
"tsaB","","tRNA threonylcarbamoyladenosine biosynthesis protein TsaB","2","2","1","2","852","","","","662","662","662","OAPGLPBN_00753","ECPKFHDG_00850"
"yrrB","","TPR repeat-containing protein YrrB","2","2","1","2","1148","","","","668","668","668","OAPGLPBN_01077","ECPKFHDG_01181"
"scpB","","Segregation and condensation protein B","2","2","1","2","1270","","","","542","542","542","OAPGLPBN_01199","ECPKFHDG_01303"
"trpG","","Anthranilate synthase component 2","2","2","1","2","2241","","","","566","566","566","OAPGLPBN_01317","ECPKFHDG_01421"
"group_1265","","hypothetical protein","2","2","1","2","1734","","","","185","185","185","OAPGLPBN_01829","ECPKFHDG_01932"
"narG","","Respiratory nitrate reductase 1 alpha chain","2","2","1","2","543","","","","3683","3683","3683","OAPGLPBN_00429","ECPKFHDG_00528"
"ptpB","","Low molecular weight protein-tyrosine-phosphatase PtpB","2","2","1","2","794","","","","419","419","419","OAPGLPBN_00690","ECPKFHDG_00787"
"ribD","","Riboflavin biosynthesis protein RibD","2","2","1","2","1015","","","","1043","1043","1043","OAPGLPBN_00944","ECPKFHDG_01050"
"group_1269","","hypothetical protein","2","2","1","2","627","","","","746","746","746","OAPGLPBN_00513","ECPKFHDG_00612"
"group_1270","","hypothetical protein","2","2","1","2","290","","","","572","572","572","OAPGLPBN_00173","ECPKFHDG_00277"
"miaB","","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase","2","2","1","2","2168","","","","1544","1544","1544","OAPGLPBN_01390","ECPKFHDG_01494"
"yfmC","","Fe(3+)-citrate-binding protein YfmC","2","2","1","2","742","","","","995","995","995","OAPGLPBN_00629","ECPKFHDG_00727"
"femA_1","","Aminoacyltransferase FemA","2","2","1","2","531","","","","1247","1247","1247","OAPGLPBN_00417","ECPKFHDG_00516"
"atpA","","ATP synthase subunit alpha","2","2","1","2","804","","","","1511","1511","1511","OAPGLPBN_00700","ECPKFHDG_00797"
"group_1275","","hypothetical protein","2","2","1","2","1746","","","","494","494","494","OAPGLPBN_01817","ECPKFHDG_01920"
"parE","","DNA topoisomerase 4 subunit B","2","2","1","2","2229","","","","2000","2000","2000","OAPGLPBN_01329","ECPKFHDG_01433"
"btuD_3","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","2","1208","","","","782","782","782","OAPGLPBN_01137","ECPKFHDG_01241"
"rluD_2","","Ribosomal large subunit pseudouridine synthase D","2","2","1","2","2074","","","","917","917","917","OAPGLPBN_01484","ECPKFHDG_01588"
"folK","","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","2","2","1","2","1514","","","","479","479","479","OAPGLPBN_02065","ECPKFHDG_02168"
"thrS","","Threonine--tRNA ligase","2","2","1","2","1096","","","","1937","1937","1937","OAPGLPBN_01025","ECPKFHDG_01129"
"graR_2","","Response regulator protein GraR","2","2","1","2","1655","","","","674","674","674","OAPGLPBN_01908","ECPKFHDG_02011"
"nasD","","Nitrite reductase [NAD(P)H]","2","2","1","2","540","","","","2405","2405","2405","OAPGLPBN_00426","ECPKFHDG_00525"
"isdG","","Heme oxygenase (staphylobilin-producing)","2","2","1","2","367","","","","446","446","446","OAPGLPBN_00253","ECPKFHDG_00353"
"group_1284","","hypothetical protein","2","2","1","2","667","","","","476","476","476","OAPGLPBN_00554","ECPKFHDG_00652"
"yclP","","Petrobactin import ATP-binding protein YclP","2","2","1","2","1737","","","","779","779","779","OAPGLPBN_01826","ECPKFHDG_01929"
"guaB","","Inosine-5'-monophosphate dehydrogenase","2","2","1","2","1439","","","","1466","1466","1466","OAPGLPBN_02145","ECPKFHDG_02247"
"lysA","","Diaminopimelate decarboxylase","2","2","1","2","1358","","","","1265","1265","1265","OAPGLPBN_01287","ECPKFHDG_01391"
"group_1288","","hypothetical protein","2","2","1","2","1589","","","","764","764","764","OAPGLPBN_01974","ECPKFHDG_02077"
"group_1289","","hypothetical protein","2","2","1","2","1134","","","","2273","2273","2273","OAPGLPBN_01063","ECPKFHDG_01167"
"rlmG","","Ribosomal RNA large subunit methyltransferase G","2","2","1","2","1540","","","","734","734","734","OAPGLPBN_02023","ECPKFHDG_02126"
"group_1291","","hypothetical protein","2","2","1","2","2031","","","","2483","2483","2483","OAPGLPBN_01528","ECPKFHDG_01632"
"group_1292","","Phosphorylated carbohydrates phosphatase","2","2","1","2","616","","","","635","635","635","OAPGLPBN_00502","ECPKFHDG_00601"
"yqgN","","putative protein YqgN","2","2","1","2","1214","","","","551","551","551","OAPGLPBN_01143","ECPKFHDG_01247"
"mrnC","","Mini-ribonuclease 3","2","2","1","2","1530","","","","386","386","386","OAPGLPBN_02033","ECPKFHDG_02136"
"rplO","","50S ribosomal protein L15","2","2","1","2","707","","","","440","440","440","OAPGLPBN_00593","ECPKFHDG_00692"
"ydaD","","General stress protein 39","2","2","1","2","408","","","","869","869","869","OAPGLPBN_00294","ECPKFHDG_00394"
"perR","","Peroxide-responsive repressor PerR","2","2","1","2","957","","","","452","452","452","OAPGLPBN_00848","ECPKFHDG_00954"
"femA_2","","Aminoacyltransferase FemA","2","2","1","2","2248","","","","1253","1253","1253","OAPGLPBN_01310","ECPKFHDG_01414"
"group_1299","","hypothetical protein","2","2","1","2","1141","","","","776","776","776","OAPGLPBN_01070","ECPKFHDG_01174"
"metB","","Cystathionine gamma-synthase","2","2","1","2","1459","","","","359","1145","752","OAPGLPBN_02124","ECPKFHDG_02227"
"rsuA","","Ribosomal small subunit pseudouridine synthase A","2","2","1","2","1032","","","","692","692","692","OAPGLPBN_00961","ECPKFHDG_01065"
"lacA","","Galactose-6-phosphate isomerase subunit LacA","2","2","1","2","724","","","","428","428","428","OAPGLPBN_00610","ECPKFHDG_00709"
"group_1302","","hypothetical protein","2","2","1","2","2021","","","","1052","1052","1052","OAPGLPBN_01538","ECPKFHDG_01642"
"hemA","","Glutamyl-tRNA reductase","2","2","1","2","1106","","","","1346","1346","1346","OAPGLPBN_01035","ECPKFHDG_01139"
"fdhD","","Sulfur carrier protein FdhD","2","2","1","2","659","","","","389","389","389","OAPGLPBN_00546","ECPKFHDG_00644"
"secG","","putative protein-export membrane protein SecG","2","2","1","2","1782","","","","233","233","233","OAPGLPBN_01780","ECPKFHDG_01883"
"pgcA","","Phosphoglucomutase","2","2","1","2","480","","","","1640","1640","1640","OAPGLPBN_00366","ECPKFHDG_00465"
"recO","","DNA repair protein RecO","2","2","1","2","1198","","","","761","761","761","OAPGLPBN_01127","ECPKFHDG_01231"
"group_1308","","hypothetical protein","2","2","1","2","1666","","","","476","476","476","OAPGLPBN_01897","ECPKFHDG_02000"
"ychF","","Ribosome-binding ATPase YchF","2","2","1","2","1417","","","","1097","1097","1097","OAPGLPBN_02167","ECPKFHDG_02269"
"oppF","","Oligopeptide transport ATP-binding protein OppF","2","2","1","2","1895","","","","938","938","938","OAPGLPBN_01666","ECPKFHDG_01770"
"group_1311","","Putative lipid kinase","2","2","1","2","1727","","","","923","923","923","OAPGLPBN_01836","ECPKFHDG_01939"
"group_1312","","hypothetical protein","2","2","1","2","1003","","","","155","155","155","OAPGLPBN_00932","ECPKFHDG_01038"
"narT","","putative nitrate transporter NarT","2","2","1","2","550","","","","1163","1163","1163","OAPGLPBN_00436","ECPKFHDG_00535"
"group_1314","","hypothetical protein","2","2","1","2","1384","","","","629","629","629","OAPGLPBN_02200","ECPKFHDG_02302"
"priA","","Primosomal protein N'","2","2","1","2","2089","","","","2408","2408","2408","OAPGLPBN_01469","ECPKFHDG_01573"
"sepA_2","","Multidrug resistance efflux pump SepA","2","2","1","2","752","","","","467","467","467","OAPGLPBN_00639","ECPKFHDG_00737"
"ptsH","","Phosphocarrier protein HPr","2","2","1","2","1983","","","","266","266","266","OAPGLPBN_01576","ECPKFHDG_01680"
"thiO","","Glycine oxidase","2","2","1","2","465","","","","1118","1118","1118","OAPGLPBN_00351","ECPKFHDG_00450"
"rsmE","","Ribosomal RNA small subunit methyltransferase E","2","2","1","2","1187","","","","752","752","752","OAPGLPBN_01116","ECPKFHDG_01220"
"glpQ","","Glycerophosphodiester phosphodiesterase","2","2","1","2","1059","","","","746","746","746","OAPGLPBN_00988","ECPKFHDG_01092"
"group_1321","","hypothetical protein","2","2","1","2","2219","","","","227","227","227","OAPGLPBN_01339","ECPKFHDG_01443"
"kefB","","Glutathione-regulated potassium-efflux system protein KefB","2","2","1","2","1910","","","","1844","1844","1844","OAPGLPBN_01651","ECPKFHDG_01755"
"group_1323","","hypothetical protein","2","2","1","2","1759","","","","233","233","233","OAPGLPBN_01804","ECPKFHDG_01907"
"cpdA_1","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","2","2","1","2","518","","","","809","809","809","OAPGLPBN_00404","ECPKFHDG_00503"
"mgrA","","HTH-type transcriptional regulator MgrA","2","2","1","2","1685","","","","443","443","443","OAPGLPBN_01878","ECPKFHDG_01981"
"ykoE","","Putative HMP/thiamine permease protein YkoE","2","2","1","2","1977","","","","575","575","575","OAPGLPBN_01582","ECPKFHDG_01686"
"group_1327","","hypothetical protein","2","2","1","2","592","","","","320","320","320","OAPGLPBN_00478","ECPKFHDG_00577"
"group_1328","","Sulfurtransferase","2","2","1","2","1027","","","","311","311","311","OAPGLPBN_00956","ECPKFHDG_01061"
"group_1329","","hypothetical protein","2","2","1","2","1806","","","","236","236","236","OAPGLPBN_01755","ECPKFHDG_01858"
"yhfP","","Putative quinone oxidoreductase YhfP","2","2","1","2","566","","","","992","992","992","OAPGLPBN_00452","ECPKFHDG_00551"
"group_1331","","hypothetical protein","2","2","1","2","157","","","","89","89","89","OAPGLPBN_00040","ECPKFHDG_00146"
"group_1332","","hypothetical protein","2","2","1","2","323","","","","1166","1166","1166","OAPGLPBN_00207","ECPKFHDG_00310"
"group_1333","","hypothetical protein","2","2","1","2","483","","","","1238","1238","1238","OAPGLPBN_00369","ECPKFHDG_00468"
"ecfT_1","","Energy-coupling factor transporter transmembrane protein EcfT","2","2","1","2","718","","","","806","806","806","OAPGLPBN_00604","ECPKFHDG_00703"
"cysA","","Sulfate/thiosulfate import ATP-binding protein CysA","2","2","1","2","662","","","","620","620","620","OAPGLPBN_00549","ECPKFHDG_00647"
"fabG_2","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","2","2107","","","","734","734","734","OAPGLPBN_01451","ECPKFHDG_01555"
"xseB","","Exodeoxyribonuclease 7 small subunit","2","2","1","2","1246","","","","230","230","230","OAPGLPBN_01175","ECPKFHDG_01279"
"frdB","","Fumarate reductase iron-sulfur subunit","2","2","1","2","2044","","","","842","842","842","OAPGLPBN_01515","ECPKFHDG_01619"
