"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","200","201","202","317","318","319","322","323","324","327","328","329","332","333","334"
"group_1071","","hypothetical protein","15","15","1","1","3377","","","","389","389","389","HCCBNODH_01671","GKHFBONB_01626","HMFBFOGB_00318","OCKNCMEG_01771","OIJDMNBO_00882","PPDKNGKA_00864","EPFCPEFD_00084","BJCJJAEL_00422","NFIBCCNE_00996","POKGPMKP_00886","AMPJGNCI_00223","HAOGAOPA_02213","IMDFGEMN_01610","KHHHHCOB_01194","KMFFNEKJ_01806"
"addB","","ATP-dependent helicase/deoxyribonuclease subunit B","15","15","1","1","3380","","","","3476","3476","3476","HCCBNODH_01674","GKHFBONB_01629","HMFBFOGB_00315","OCKNCMEG_01768","OIJDMNBO_00879","PPDKNGKA_00861","EPFCPEFD_00081","BJCJJAEL_00419","NFIBCCNE_00993","POKGPMKP_00883","AMPJGNCI_00226","HAOGAOPA_02216","IMDFGEMN_01613","KHHHHCOB_01191","KMFFNEKJ_01803"
"spsB_1","","Signal peptidase IB","15","15","1","1","3382","","","","524","524","524","HCCBNODH_01676","GKHFBONB_01631","HMFBFOGB_00313","OCKNCMEG_01766","OIJDMNBO_00877","PPDKNGKA_00859","EPFCPEFD_00079","BJCJJAEL_00417","NFIBCCNE_00991","POKGPMKP_00881","AMPJGNCI_00228","HAOGAOPA_02218","IMDFGEMN_01615","KHHHHCOB_01189","KMFFNEKJ_01801"
"group_1074","","putative oxidoreductase","15","15","1","1","3390","","","","1127","1127","1127","HCCBNODH_01684","GKHFBONB_01639","HMFBFOGB_00305","OCKNCMEG_01758","OIJDMNBO_00869","PPDKNGKA_00851","EPFCPEFD_00071","BJCJJAEL_00409","NFIBCCNE_00983","POKGPMKP_00873","AMPJGNCI_00236","HAOGAOPA_02226","IMDFGEMN_01623","KHHHHCOB_01181","KMFFNEKJ_01793"
"kapB","","Kinase-associated lipoprotein B","15","15","1","1","3393","","","","383","383","383","HCCBNODH_01687","GKHFBONB_01642","HMFBFOGB_00302","OCKNCMEG_01755","OIJDMNBO_00866","PPDKNGKA_00848","EPFCPEFD_00068","BJCJJAEL_00406","NFIBCCNE_00980","POKGPMKP_00870","AMPJGNCI_00239","HAOGAOPA_02229","IMDFGEMN_01626","KHHHHCOB_01178","KMFFNEKJ_01790"
"ghrB_1","","Glyoxylate/hydroxypyruvate reductase B","15","15","1","1","3416","","","","842","959","935","HCCBNODH_01710","GKHFBONB_01665","HMFBFOGB_00279","OCKNCMEG_01732","OIJDMNBO_00843","PPDKNGKA_00825","EPFCPEFD_00045","BJCJJAEL_00383","NFIBCCNE_00957","POKGPMKP_00847","AMPJGNCI_00262","HAOGAOPA_02252","IMDFGEMN_01649","KHHHHCOB_01155","KMFFNEKJ_01767"
"group_1077","","hypothetical protein","15","15","1","1","3419","","","","266","266","266","HCCBNODH_01713","GKHFBONB_01668","HMFBFOGB_00276","OCKNCMEG_01729","OIJDMNBO_00840","PPDKNGKA_00822","EPFCPEFD_00042","BJCJJAEL_00380","NFIBCCNE_00954","POKGPMKP_00844","AMPJGNCI_00265","HAOGAOPA_02255","IMDFGEMN_01652","KHHHHCOB_01152","KMFFNEKJ_01764"
"metQ_2","","Methionine-binding lipoprotein MetQ","15","15","1","1","3445","","","","821","821","821","HCCBNODH_01729","GKHFBONB_01684","HMFBFOGB_00260","OCKNCMEG_01713","OIJDMNBO_00824","PPDKNGKA_00806","EPFCPEFD_02609","BJCJJAEL_00303","NFIBCCNE_00877","POKGPMKP_00759","AMPJGNCI_00350","HAOGAOPA_02332","IMDFGEMN_01668","KHHHHCOB_01136","KMFFNEKJ_01748"
"group_1079","","hypothetical protein","15","15","1","1","3448","","","","296","296","296","HCCBNODH_01732","GKHFBONB_01687","HMFBFOGB_00257","OCKNCMEG_01710","OIJDMNBO_00821","PPDKNGKA_00803","EPFCPEFD_02606","BJCJJAEL_00300","NFIBCCNE_00874","POKGPMKP_00756","AMPJGNCI_00353","HAOGAOPA_02335","IMDFGEMN_01671","KHHHHCOB_01133","KMFFNEKJ_01745"
"rnmV_2","","Ribonuclease M5","15","15","1","1","3449","","","","389","389","389","HCCBNODH_01733","GKHFBONB_01688","HMFBFOGB_00256","OCKNCMEG_01709","OIJDMNBO_00820","PPDKNGKA_00802","EPFCPEFD_02605","BJCJJAEL_00299","NFIBCCNE_00873","POKGPMKP_00755","AMPJGNCI_00354","HAOGAOPA_02336","IMDFGEMN_01672","KHHHHCOB_01132","KMFFNEKJ_01744"
"gcvH","","Glycine cleavage system H protein","15","15","1","1","3452","","","","380","380","380","HCCBNODH_01735","GKHFBONB_01690","HMFBFOGB_00254","OCKNCMEG_01707","OIJDMNBO_00818","PPDKNGKA_00800","EPFCPEFD_02603","BJCJJAEL_00297","NFIBCCNE_00871","POKGPMKP_00753","AMPJGNCI_00356","HAOGAOPA_02338","IMDFGEMN_01675","KHHHHCOB_01129","KMFFNEKJ_01741"
"aroD","","3-dehydroquinate dehydratase","15","15","1","1","3456","","","","716","716","716","HCCBNODH_01739","GKHFBONB_01694","HMFBFOGB_00250","OCKNCMEG_01703","OIJDMNBO_00814","PPDKNGKA_00796","EPFCPEFD_02599","BJCJJAEL_00293","NFIBCCNE_00867","POKGPMKP_00749","AMPJGNCI_00360","HAOGAOPA_02342","IMDFGEMN_01679","KHHHHCOB_01125","KMFFNEKJ_01737"
"group_1083","","Organic hydroperoxide resistance protein-like protein","15","15","1","1","3457","","","","422","422","422","HCCBNODH_01740","GKHFBONB_01695","HMFBFOGB_00249","OCKNCMEG_01702","OIJDMNBO_00813","PPDKNGKA_00795","EPFCPEFD_02598","BJCJJAEL_00292","NFIBCCNE_00866","POKGPMKP_00748","AMPJGNCI_00361","HAOGAOPA_02343","IMDFGEMN_01680","KHHHHCOB_01124","KMFFNEKJ_01736"
"argO","","Arginine exporter protein ArgO","15","15","1","1","3459","","","","617","617","617","HCCBNODH_01742","GKHFBONB_01697","HMFBFOGB_00247","OCKNCMEG_01700","OIJDMNBO_00811","PPDKNGKA_00793","EPFCPEFD_02596","BJCJJAEL_00290","NFIBCCNE_00864","POKGPMKP_00746","AMPJGNCI_00363","HAOGAOPA_02345","IMDFGEMN_01682","KHHHHCOB_01122","KMFFNEKJ_01734"
"group_1085","","hypothetical protein","15","15","1","1","3462","","","","203","203","203","HCCBNODH_01745","GKHFBONB_01700","HMFBFOGB_00244","OCKNCMEG_01697","OIJDMNBO_00808","PPDKNGKA_00790","EPFCPEFD_02593","BJCJJAEL_00287","NFIBCCNE_00861","POKGPMKP_00743","AMPJGNCI_00366","HAOGAOPA_02348","IMDFGEMN_01685","KHHHHCOB_01119","KMFFNEKJ_01731"
"group_1086","","hypothetical protein","15","15","1","1","3465","","","","569","569","569","HCCBNODH_01748","GKHFBONB_01703","HMFBFOGB_00241","OCKNCMEG_01694","OIJDMNBO_00805","PPDKNGKA_00787","EPFCPEFD_02590","BJCJJAEL_00284","NFIBCCNE_00858","POKGPMKP_00740","AMPJGNCI_00369","HAOGAOPA_02351","IMDFGEMN_01688","KHHHHCOB_01116","KMFFNEKJ_01728"
"rnr","","Ribonuclease R","15","15","1","1","4342","","","","2372","2372","2372","HCCBNODH_01763","GKHFBONB_01718","HMFBFOGB_00226","OCKNCMEG_01678","OIJDMNBO_00789","PPDKNGKA_00771","EPFCPEFD_02549","BJCJJAEL_00249","NFIBCCNE_00823","POKGPMKP_00699","AMPJGNCI_00410","HAOGAOPA_02406","IMDFGEMN_01703","KHHHHCOB_01101","KMFFNEKJ_01713"
"group_1088","","hypothetical protein","15","15","1","1","4332","","","","629","629","629","HCCBNODH_01773","GKHFBONB_01728","HMFBFOGB_00216","OCKNCMEG_01668","OIJDMNBO_00779","PPDKNGKA_00761","EPFCPEFD_02539","BJCJJAEL_00239","NFIBCCNE_00813","POKGPMKP_00689","AMPJGNCI_00420","HAOGAOPA_02416","IMDFGEMN_01713","KHHHHCOB_01091","KMFFNEKJ_01703"
"group_1089","","Epimerase family protein","15","15","1","1","4331","","","","869","902","877","HCCBNODH_01774","GKHFBONB_01729","HMFBFOGB_00215","OCKNCMEG_01667","OIJDMNBO_00778","PPDKNGKA_00760","EPFCPEFD_02538","BJCJJAEL_00238","NFIBCCNE_00812","POKGPMKP_00688","AMPJGNCI_00421","HAOGAOPA_02417","IMDFGEMN_01714","KHHHHCOB_01090","KMFFNEKJ_01702"
"group_1091","maa","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","15","15","1","1","4322","","","","281","485","444","HCCBNODH_01784","GKHFBONB_01739","HMFBFOGB_00205","OCKNCMEG_01658","OIJDMNBO_00769","PPDKNGKA_00751","EPFCPEFD_02529","BJCJJAEL_00229","NFIBCCNE_00803","POKGPMKP_00679","AMPJGNCI_00430","HAOGAOPA_02426","IMDFGEMN_01722","KHHHHCOB_01082","KMFFNEKJ_01694"
"group_1092","","putative autolysin LDP","15","15","1","1","4315","","","","839","839","839","HCCBNODH_01791","GKHFBONB_01746","HMFBFOGB_00198","OCKNCMEG_01651","OIJDMNBO_00762","PPDKNGKA_00744","EPFCPEFD_02522","BJCJJAEL_00222","NFIBCCNE_00796","POKGPMKP_00672","AMPJGNCI_00437","HAOGAOPA_02433","IMDFGEMN_01729","KHHHHCOB_01075","KMFFNEKJ_01687"
"group_1093","","hypothetical protein","15","15","1","1","4299","","","","518","518","518","HCCBNODH_01807","GKHFBONB_01762","HMFBFOGB_00182","OCKNCMEG_01635","OIJDMNBO_00746","PPDKNGKA_00728","EPFCPEFD_02506","BJCJJAEL_00206","NFIBCCNE_00780","POKGPMKP_00656","AMPJGNCI_00453","HAOGAOPA_02449","IMDFGEMN_01745","KHHHHCOB_01059","KMFFNEKJ_01671"
"group_1094","","hypothetical protein","15","15","1","1","4297","","","","314","314","314","HCCBNODH_01809","GKHFBONB_01764","HMFBFOGB_00180","OCKNCMEG_01633","OIJDMNBO_00744","PPDKNGKA_00726","EPFCPEFD_02504","BJCJJAEL_00204","NFIBCCNE_00778","POKGPMKP_00654","AMPJGNCI_00455","HAOGAOPA_02451","IMDFGEMN_01747","KHHHHCOB_01057","KMFFNEKJ_01669"
"yclN","","Petrobactin import system permease protein YclN","15","15","1","1","4292","","","","971","1013","979","HCCBNODH_01813","GKHFBONB_01768","HMFBFOGB_00176","OCKNCMEG_01629","OIJDMNBO_00740","PPDKNGKA_00722","EPFCPEFD_02500","BJCJJAEL_00200","NFIBCCNE_00774","POKGPMKP_00650","AMPJGNCI_00459","HAOGAOPA_02455","IMDFGEMN_01751","KHHHHCOB_01053","KMFFNEKJ_01665"
"opuBA","","Vitamin B12 import ATP-binding protein BtuD","15","15","1","1","4280","","","","977","977","977","HCCBNODH_01824","GKHFBONB_01779","HMFBFOGB_00165","OCKNCMEG_01617","OIJDMNBO_00728","PPDKNGKA_00710","EPFCPEFD_02489","BJCJJAEL_00189","NFIBCCNE_00763","POKGPMKP_00639","AMPJGNCI_00470","HAOGAOPA_02466","IMDFGEMN_01762","KHHHHCOB_01042","KMFFNEKJ_01654"
"group_1097","","hypothetical protein","15","15","1","1","4274","","","","608","608","608","HCCBNODH_01830","GKHFBONB_01785","HMFBFOGB_00159","OCKNCMEG_01611","OIJDMNBO_00722","PPDKNGKA_00704","EPFCPEFD_02483","BJCJJAEL_00183","NFIBCCNE_00757","POKGPMKP_00633","AMPJGNCI_00476","HAOGAOPA_02472","IMDFGEMN_01768","KHHHHCOB_01036","KMFFNEKJ_01648"
"nagA","","N-acetylglucosamine-6-phosphate deacetylase","15","15","1","1","4259","","","","1181","1181","1181","HCCBNODH_01844","GKHFBONB_01799","HMFBFOGB_00145","OCKNCMEG_01595","OIJDMNBO_00706","PPDKNGKA_00688","EPFCPEFD_02469","BJCJJAEL_00169","NFIBCCNE_00743","POKGPMKP_00619","AMPJGNCI_00490","HAOGAOPA_02486","IMDFGEMN_01782","KHHHHCOB_01022","KMFFNEKJ_01634"
"fruA","","PTS system fructose-specific EIIABC component","15","15","1","1","4258","","","","1958","1964","1961","HCCBNODH_01845","GKHFBONB_01800","HMFBFOGB_00144","OCKNCMEG_01594","OIJDMNBO_00705","PPDKNGKA_00687","EPFCPEFD_02468","BJCJJAEL_00168","NFIBCCNE_00742","POKGPMKP_00618","AMPJGNCI_00491","HAOGAOPA_02487","IMDFGEMN_01783","KHHHHCOB_01021","KMFFNEKJ_01633"
"ybaK","","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK","15","15","1","1","4255","","","","482","482","482","HCCBNODH_01848","GKHFBONB_01803","HMFBFOGB_00141","OCKNCMEG_01591","OIJDMNBO_00702","PPDKNGKA_00684","EPFCPEFD_02465","BJCJJAEL_00165","NFIBCCNE_00739","POKGPMKP_00615","AMPJGNCI_00494","HAOGAOPA_02490","IMDFGEMN_01786","KHHHHCOB_01018","KMFFNEKJ_01630"
"group_1101","","hypothetical protein","15","15","1","1","4254","","","","452","464","453","HCCBNODH_01849","GKHFBONB_01804","HMFBFOGB_00140","OCKNCMEG_01590","OIJDMNBO_00701","PPDKNGKA_00683","EPFCPEFD_02464","BJCJJAEL_00164","NFIBCCNE_00738","POKGPMKP_00614","AMPJGNCI_00495","HAOGAOPA_02491","IMDFGEMN_01787","KHHHHCOB_01017","KMFFNEKJ_01629"
"phrB","","Deoxyribodipyrimidine photo-lyase","15","15","1","1","4249","","","","1373","1373","1373","HCCBNODH_01854","GKHFBONB_01809","HMFBFOGB_00135","OCKNCMEG_01585","OIJDMNBO_00696","PPDKNGKA_00678","EPFCPEFD_02459","BJCJJAEL_00159","NFIBCCNE_00733","POKGPMKP_00609","AMPJGNCI_00500","HAOGAOPA_02496","IMDFGEMN_01792","KHHHHCOB_01012","KMFFNEKJ_01624"
"group_1103","","hypothetical protein","15","15","1","1","4247","","","","287","287","287","HCCBNODH_01856","GKHFBONB_01811","HMFBFOGB_00133","OCKNCMEG_01583","OIJDMNBO_00694","PPDKNGKA_00676","EPFCPEFD_02457","BJCJJAEL_00157","NFIBCCNE_00731","POKGPMKP_00607","AMPJGNCI_00502","HAOGAOPA_02498","IMDFGEMN_01794","KHHHHCOB_01010","KMFFNEKJ_01622"
"yciC_2","","Putative metal chaperone YciC","15","15","1","1","4245","","","","926","926","926","HCCBNODH_01858","GKHFBONB_01813","HMFBFOGB_00131","OCKNCMEG_01581","OIJDMNBO_00692","PPDKNGKA_00674","EPFCPEFD_02455","BJCJJAEL_00155","NFIBCCNE_00729","POKGPMKP_00605","AMPJGNCI_00504","HAOGAOPA_02500","IMDFGEMN_01796","KHHHHCOB_01008","KMFFNEKJ_01620"
"group_1105","","Acetyltransferase","15","15","1","1","4237","","","","542","542","542","HCCBNODH_01866","GKHFBONB_01821","HMFBFOGB_00123","OCKNCMEG_01573","OIJDMNBO_00684","PPDKNGKA_00666","EPFCPEFD_02447","BJCJJAEL_00147","NFIBCCNE_00721","POKGPMKP_00597","AMPJGNCI_00512","HAOGAOPA_02508","IMDFGEMN_01804","KHHHHCOB_01000","KMFFNEKJ_01612"
"group_1106","","hypothetical protein","15","15","1","1","4236","","","","299","299","299","HCCBNODH_01867","GKHFBONB_01822","HMFBFOGB_00122","OCKNCMEG_01572","OIJDMNBO_00683","PPDKNGKA_00665","EPFCPEFD_02446","BJCJJAEL_00146","NFIBCCNE_00720","POKGPMKP_00596","AMPJGNCI_00513","HAOGAOPA_02509","IMDFGEMN_01805","KHHHHCOB_00999","KMFFNEKJ_01611"
"group_1107","","hypothetical protein","15","15","1","1","4230","","","","467","488","483","HCCBNODH_01871","GKHFBONB_01826","HMFBFOGB_00118","OCKNCMEG_01537","OIJDMNBO_00648","PPDKNGKA_00630","EPFCPEFD_02440","BJCJJAEL_00142","NFIBCCNE_00716","POKGPMKP_00590","AMPJGNCI_00519","HAOGAOPA_02513","IMDFGEMN_01809","KHHHHCOB_00995","KMFFNEKJ_01607"
"setC","","Sugar efflux transporter C","15","15","1","1","4229","","","","1214","1292","1232","HCCBNODH_01872","GKHFBONB_01827","HMFBFOGB_00117","OCKNCMEG_01536","OIJDMNBO_00647","PPDKNGKA_00629","EPFCPEFD_02439","BJCJJAEL_00141","NFIBCCNE_00715","POKGPMKP_00589","AMPJGNCI_00520","HAOGAOPA_02514","IMDFGEMN_01810","KHHHHCOB_00994","KMFFNEKJ_01606"
"group_1109","","hypothetical protein","15","15","1","1","4211","","","","428","428","428","HCCBNODH_01889","GKHFBONB_01844","HMFBFOGB_00100","OCKNCMEG_01518","OIJDMNBO_00629","PPDKNGKA_00612","EPFCPEFD_02421","BJCJJAEL_00124","NFIBCCNE_00698","POKGPMKP_00571","AMPJGNCI_00538","HAOGAOPA_02531","IMDFGEMN_01827","KHHHHCOB_00977","KMFFNEKJ_01589"
"aes","","Acetyl esterase","15","15","1","1","4210","","","","1043","1043","1043","HCCBNODH_01890","GKHFBONB_01845","HMFBFOGB_00099","OCKNCMEG_01517","OIJDMNBO_00628","PPDKNGKA_00611","EPFCPEFD_02420","BJCJJAEL_00123","NFIBCCNE_00697","POKGPMKP_00570","AMPJGNCI_00539","HAOGAOPA_02532","IMDFGEMN_01828","KHHHHCOB_00976","KMFFNEKJ_01588"
"tagG","","Teichoic acid translocation permease protein TagG","15","15","1","1","4194","","","","812","833","813","HCCBNODH_01906","GKHFBONB_01861","HMFBFOGB_00083","OCKNCMEG_01501","OIJDMNBO_00612","PPDKNGKA_00595","EPFCPEFD_02404","BJCJJAEL_00107","NFIBCCNE_00681","POKGPMKP_00554","AMPJGNCI_00555","HAOGAOPA_02548","IMDFGEMN_01844","KHHHHCOB_00960","KMFFNEKJ_01572"
"mnhD1_1","","Na(+)/H(+) antiporter subunit D1","15","15","1","1","4182","","","","1496","1496","1496","HCCBNODH_01918","GKHFBONB_01873","HMFBFOGB_00071","OCKNCMEG_01486","OIJDMNBO_00597","PPDKNGKA_00580","EPFCPEFD_02392","BJCJJAEL_00095","NFIBCCNE_00669","POKGPMKP_00542","AMPJGNCI_00567","HAOGAOPA_02560","IMDFGEMN_01856","KHHHHCOB_00948","KMFFNEKJ_01560"
"mrpB","","Na(+)/H(+) antiporter subunit B","15","15","1","1","4180","","","","425","425","425","HCCBNODH_01920","GKHFBONB_01875","HMFBFOGB_00069","OCKNCMEG_01484","OIJDMNBO_00595","PPDKNGKA_00578","EPFCPEFD_02390","BJCJJAEL_00093","NFIBCCNE_00667","POKGPMKP_00540","AMPJGNCI_00569","HAOGAOPA_02562","IMDFGEMN_01858","KHHHHCOB_00946","KMFFNEKJ_01558"
"ywiB","","putative beta-barrel protein YwiB","15","15","1","1","4158","","","","416","416","416","HCCBNODH_01936","GKHFBONB_01891","HMFBFOGB_00053","OCKNCMEG_01468","OIJDMNBO_00579","PPDKNGKA_00562","EPFCPEFD_02374","BJCJJAEL_00077","NFIBCCNE_00651","POKGPMKP_00524","AMPJGNCI_00585","HAOGAOPA_02579","IMDFGEMN_01874","KHHHHCOB_00930","KMFFNEKJ_01542"
"yhfS","","Putative acetyl-CoA C-acetyltransferase YhfS","15","15","1","1","4117","","","","1139","1139","1139","HCCBNODH_01967","GKHFBONB_01922","HMFBFOGB_00022","OCKNCMEG_01436","OIJDMNBO_00547","PPDKNGKA_00530","EPFCPEFD_02343","BJCJJAEL_00046","NFIBCCNE_00620","POKGPMKP_00493","AMPJGNCI_00616","HAOGAOPA_02610","IMDFGEMN_01914","KHHHHCOB_00890","KMFFNEKJ_01502"
"azo1","","FMN-dependent NADPH-azoreductase","15","15","1","1","4100","","","","566","566","566","HCCBNODH_01982","GKHFBONB_01937","HMFBFOGB_00007","OCKNCMEG_01421","OIJDMNBO_00532","PPDKNGKA_00515","EPFCPEFD_02328","BJCJJAEL_02681","NFIBCCNE_00605","POKGPMKP_00478","AMPJGNCI_00631","HAOGAOPA_02625","IMDFGEMN_01929","KHHHHCOB_00875","KMFFNEKJ_01487"
"ywtE_1","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE","15","15","1","1","4099","","","","869","869","869","HCCBNODH_01983","GKHFBONB_01938","HMFBFOGB_00006","OCKNCMEG_01420","OIJDMNBO_00531","PPDKNGKA_00514","EPFCPEFD_02327","BJCJJAEL_02680","NFIBCCNE_00604","POKGPMKP_00477","AMPJGNCI_00632","HAOGAOPA_02626","IMDFGEMN_01930","KHHHHCOB_00874","KMFFNEKJ_01486"
"tadA_1","","tRNA-specific adenosine deaminase","15","15","1","1","4098","","","","470","470","470","HCCBNODH_01984","GKHFBONB_01939","HMFBFOGB_00005","OCKNCMEG_01419","OIJDMNBO_00530","PPDKNGKA_00513","EPFCPEFD_02326","BJCJJAEL_02679","NFIBCCNE_00603","POKGPMKP_00476","AMPJGNCI_00633","HAOGAOPA_02627","IMDFGEMN_01931","KHHHHCOB_00873","KMFFNEKJ_01485"
"group_1124","","putative epimerase/dehydratase","15","15","1","1","4093","","","","965","965","965","HCCBNODH_01989","GKHFBONB_01944","HMFBFOGB_02553","OCKNCMEG_01414","OIJDMNBO_00525","PPDKNGKA_00508","EPFCPEFD_02321","BJCJJAEL_02674","NFIBCCNE_00598","POKGPMKP_00471","AMPJGNCI_00638","HAOGAOPA_02632","IMDFGEMN_01936","KHHHHCOB_00868","KMFFNEKJ_01480"
"scmP_3","","N-acetylcysteine deacetylase","15","15","1","1","4089","","","","1175","1175","1175","HCCBNODH_01993","GKHFBONB_01948","HMFBFOGB_02549","OCKNCMEG_01410","OIJDMNBO_00521","PPDKNGKA_00504","EPFCPEFD_02317","BJCJJAEL_02670","NFIBCCNE_00594","POKGPMKP_00467","AMPJGNCI_00642","HAOGAOPA_02636","IMDFGEMN_01940","KHHHHCOB_00864","KMFFNEKJ_01476"
"rpsG","","30S ribosomal protein S7","15","15","1","1","4086","","","","365","470","463","HCCBNODH_01996","GKHFBONB_01951","HMFBFOGB_02546","OCKNCMEG_01407","OIJDMNBO_00518","PPDKNGKA_00501","EPFCPEFD_02314","BJCJJAEL_02667","NFIBCCNE_00591","POKGPMKP_00464","AMPJGNCI_00645","HAOGAOPA_02639","IMDFGEMN_01943","KHHHHCOB_00861","KMFFNEKJ_01473"
"gabR","","HTH-type transcriptional regulatory protein GabR","15","15","1","1","4057","","","","1181","1382","1341","HCCBNODH_02024","GKHFBONB_01979","HMFBFOGB_02518","OCKNCMEG_01379","OIJDMNBO_00489","PPDKNGKA_00472","EPFCPEFD_02286","BJCJJAEL_02639","NFIBCCNE_00563","POKGPMKP_00436","AMPJGNCI_00673","HAOGAOPA_02667","IMDFGEMN_01971","KHHHHCOB_00833","KMFFNEKJ_01445"
"treP_2","","PTS system trehalose-specific EIIBC component","15","15","1","1","4013","","","","1427","1427","1427","HCCBNODH_02088","GKHFBONB_02043","HMFBFOGB_02454","OCKNCMEG_01319","OIJDMNBO_00429","PPDKNGKA_00412","EPFCPEFD_02223","BJCJJAEL_02576","NFIBCCNE_00500","POKGPMKP_00373","AMPJGNCI_00736","HAOGAOPA_00058","IMDFGEMN_02034","KHHHHCOB_00770","KMFFNEKJ_01382"
"sle1","","N-acetylmuramoyl-L-alanine amidase sle1","15","15","1","1","4004","","","","1004","1025","1020","HCCBNODH_02098","GKHFBONB_02053","HMFBFOGB_02444","OCKNCMEG_01309","OIJDMNBO_00419","PPDKNGKA_00402","EPFCPEFD_02213","BJCJJAEL_02566","NFIBCCNE_00490","POKGPMKP_00363","AMPJGNCI_00746","HAOGAOPA_00068","IMDFGEMN_02044","KHHHHCOB_00760","KMFFNEKJ_01372"
"metQ_1","","putative D-methionine-binding lipoprotein MetQ","15","15","1","1","4003","","","","842","842","842","HCCBNODH_02099","GKHFBONB_02054","HMFBFOGB_02443","OCKNCMEG_01308","OIJDMNBO_00418","PPDKNGKA_00401","EPFCPEFD_02212","BJCJJAEL_02565","NFIBCCNE_00489","POKGPMKP_00362","AMPJGNCI_00747","HAOGAOPA_00069","IMDFGEMN_02045","KHHHHCOB_00759","KMFFNEKJ_01371"
"est_1","","Carboxylesterase","15","15","1","1","3997","","","","734","734","734","HCCBNODH_02105","GKHFBONB_02060","HMFBFOGB_02437","OCKNCMEG_01302","OIJDMNBO_00412","PPDKNGKA_00395","EPFCPEFD_02206","BJCJJAEL_02558","NFIBCCNE_00482","POKGPMKP_00356","AMPJGNCI_00753","HAOGAOPA_00076","IMDFGEMN_02052","KHHHHCOB_00752","KMFFNEKJ_01364"
"group_1133","","hypothetical protein","15","15","1","1","3994","","","","2699","2705","2703","HCCBNODH_02108","GKHFBONB_02063","HMFBFOGB_02434","OCKNCMEG_01299","OIJDMNBO_00409","PPDKNGKA_00392","EPFCPEFD_02203","BJCJJAEL_02555","NFIBCCNE_00479","POKGPMKP_00353","AMPJGNCI_00756","HAOGAOPA_00079","IMDFGEMN_02055","KHHHHCOB_00749","KMFFNEKJ_01361"
"ndhB","","NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic","15","15","1","1","3993","","","","1484","1484","1484","HCCBNODH_02109","GKHFBONB_02064","HMFBFOGB_02433","OCKNCMEG_01298","OIJDMNBO_00408","PPDKNGKA_00391","EPFCPEFD_02202","BJCJJAEL_02554","NFIBCCNE_00478","POKGPMKP_00352","AMPJGNCI_00757","HAOGAOPA_00080","IMDFGEMN_02056","KHHHHCOB_00748","KMFFNEKJ_01360"
"group_1135","","hypothetical protein","15","15","1","1","3991","","","","194","194","194","HCCBNODH_02111","GKHFBONB_02066","HMFBFOGB_02431","OCKNCMEG_01295","OIJDMNBO_00405","PPDKNGKA_00388","EPFCPEFD_02200","BJCJJAEL_02552","NFIBCCNE_00476","POKGPMKP_00350","AMPJGNCI_00759","HAOGAOPA_00082","IMDFGEMN_02058","KHHHHCOB_00746","KMFFNEKJ_01358"
"group_1136","","hypothetical protein","15","15","1","1","3990","","","","314","407","332","HCCBNODH_02112","GKHFBONB_02067","HMFBFOGB_02430","OCKNCMEG_01294","OIJDMNBO_00404","PPDKNGKA_00387","EPFCPEFD_02199","BJCJJAEL_02551","NFIBCCNE_00475","POKGPMKP_00349","AMPJGNCI_00760","HAOGAOPA_00083","IMDFGEMN_02059","KHHHHCOB_00745","KMFFNEKJ_01357"
"group_1138","","hypothetical protein","15","15","1","1","1461","","","","308","308","308","HCCBNODH_02124","GKHFBONB_02079","HMFBFOGB_02418","OCKNCMEG_01282","OIJDMNBO_00392","PPDKNGKA_00375","EPFCPEFD_02190","BJCJJAEL_02538","NFIBCCNE_00462","POKGPMKP_00340","AMPJGNCI_00769","HAOGAOPA_00096","IMDFGEMN_02071","KHHHHCOB_00733","KMFFNEKJ_01345"
"group_1141","","hypothetical protein","15","15","1","1","1969","","","","407","440","433","HCCBNODH_02148","GKHFBONB_02103","HMFBFOGB_02394","OCKNCMEG_01260","OIJDMNBO_00370","PPDKNGKA_00353","EPFCPEFD_02158","BJCJJAEL_02506","NFIBCCNE_00430","POKGPMKP_00308","AMPJGNCI_00802","HAOGAOPA_00128","IMDFGEMN_02096","KHHHHCOB_00708","KMFFNEKJ_01320"
"group_1142","","hypothetical protein","15","15","1","1","1950","","","","191","191","191","HCCBNODH_02167","GKHFBONB_02122","HMFBFOGB_02375","OCKNCMEG_01241","OIJDMNBO_00351","PPDKNGKA_00334","EPFCPEFD_02136","BJCJJAEL_02484","NFIBCCNE_00408","POKGPMKP_00286","AMPJGNCI_00824","HAOGAOPA_00150","IMDFGEMN_02117","KHHHHCOB_00687","KMFFNEKJ_01299"
